Label	Weight	Text
l-ddk-calendar	1	schedule an appointment on thursday october second at 8 forty am mom s medical appointment
l-ddk-calendar	1	what time do i have work tomorrow
l-ddk-calendar	1	i need to go back
l-ddk-calendar	1	move my 9 am doctor ' s appointment to 10 am
l-ddk-calendar	1	please cancel all of them
l-ddk-calendar	1	create a calendar appointment at 3:30 tomorrow for half an hour
l-ddk-calendar	1	please inform meeting attendees that i am running late
l-ddk-calendar	1	where's my next meeting
l-ddk-calendar	1	change the end date of my trip from the 3rd to the 4th
l-ddk-calendar	1	move party planning meeting from saturday to friday at 1pm
l-ddk-calendar	1	join meeting
l-ddk-calendar	1	find a meeting subject daily meeting
l-ddk-calendar	1	go back to the previous step
l-ddk-calendar	1	previous one please
l-ddk-calendar	1	schedule a lunch meeting with my lead
l-ddk-calendar	1	find me the meetings at 6
l-ddk-calendar	1	should you schedule to after lunch
l-ddk-calendar	1	change my schedule
l-ddk-calendar	1	please inform joshua that i will be late for our meeting today
l-ddk-calendar	1	i would like to know if my mother is available today
l-ddk-calendar	1	schedule a doctor s office appointment for march 12th
l-ddk-calendar	1	call into meeting
l-ddk-calendar	1	go to the next one please
l-ddk-calendar	1	connect me to 10 00 conf call with bryan
l-ddk-calendar	1	delete event
l-ddk-calendar	1	meeting with ellen fung on monday at 9 am
l-ddk-calendar	1	move my meeting to 6pm from 7pm
l-ddk-calendar	1	schedule dentist appointment with madden for may the 20th at 3 pm
l-ddk-calendar	1	view emily calendar
l-ddk-calendar	1	put dance on my calendar for monday 7 pm
l-ddk-calendar	1	schedule a meeting for tomorrow at 5 pm
l-ddk-calendar	1	when is dylan available
l-ddk-calendar	1	i want to cancel it please
l-ddk-calendar	1	can you check my dad 's calendar for free time this week
l-ddk-calendar	1	where is my next appointment with olivia
l-ddk-calendar	1	postpone my four p. m. meeting today until five p. m.
l-ddk-calendar	1	list the attendees of the next meeting
l-ddk-calendar	1	help me to find a meeting room
l-ddk-calendar	1	schedule ben baig for saturday evening
l-ddk-calendar	1	can you tell me about master chief
l-ddk-calendar	1	add order cabinets to my calendar today at 2 o clock
l-ddk-calendar	1	update my camping appointment
l-ddk-calendar	1	cancel it i don ' t want that
l-ddk-calendar	1	accept the event for tonight.
l-ddk-calendar	1	add work to calendar friday from 8 for an hour
l-ddk-calendar	1	link join next meeting
l-ddk-calendar	1	add work to my calendar today
l-ddk-calendar	1	cancel everything
l-ddk-calendar	1	move my next meeting out thirty minutes
l-ddk-calendar	1	don't change it
l-ddk-calendar	1	is grace available for the daily scrum meeting with engineering team from 10 to 11
l-ddk-calendar	1	what do i have to do tomorrow
l-ddk-calendar	1	stop changing it
l-ddk-calendar	1	i don't want to join it
l-ddk-calendar	1	connect to conference call now
l-ddk-calendar	1	is gerald busy this weekend
l-ddk-calendar	1	location of 11 am meeting
l-ddk-calendar	1	on saturday at 7 thirty p m
l-ddk-calendar	1	put doctor s appointment in my calendar for 5 forty next thursday
l-ddk-calendar	1	go back to the main menu
l-ddk-calendar	1	is theresa free october 9th
l-ddk-calendar	1	cancel the calendar
l-ddk-calendar	1	change meeting from 2-3pm to 4-5pm today
l-ddk-calendar	1	schedule a meeting on nov. 3 from 3-4pm
l-ddk-calendar	1	add doctors appointment on march 13 at 2 pm at the original health clinic
l-ddk-calendar	1	find a meeting with title sharing from steven
l-ddk-calendar	1	bing find me a conference room in the bravern this afternoon
l-ddk-calendar	1	what do i have this afternoon
l-ddk-calendar	1	am i busy on this weekend
l-ddk-calendar	1	add hope middle school meet and greet on my calendar
l-ddk-calendar	1	which is my next event
l-ddk-calendar	1	put hair appointment on calendar
l-ddk-calendar	1	return to previous step
l-ddk-calendar	1	i want to meet with bruce lee so book the conference room for thursday at one
l-ddk-calendar	1	new appointment for tomorrow
l-ddk-calendar	1	schedule an appointment on monday from noon to 4 pm
l-ddk-calendar	1	new calendar event
l-ddk-calendar	1	what time is my last meeting
l-ddk-calendar	1	excellent
l-ddk-calendar	1	add work to calendar thursday 8 30 am
l-ddk-calendar	1	when do i have free time today
l-ddk-calendar	1	accept the appointment from 3pm to 5pm.
l-ddk-calendar	1	okay thank you
l-ddk-calendar	1	make appt for 3 pm on christmas
l-ddk-calendar	1	is this room busy at 5 pm
l-ddk-calendar	1	check meeting room for tomorrow
l-ddk-calendar	1	running late for meeting - notify others
l-ddk-calendar	1	add ballet to my calendar wednesday at five thirty to six thirty pm
l-ddk-calendar	1	i'm supposed to meet daisy, not katy
l-ddk-calendar	1	schedule a meeting with andy
l-ddk-calendar	1	yes add
l-ddk-calendar	1	schedule an appointment for 9 am
l-ddk-calendar	1	change 12am meeting to start 10 minutes earlier
l-ddk-calendar	1	i'm busy at that time
l-ddk-calendar	1	accept the event sent by yolanda wong.
l-ddk-calendar	1	stop checking it
l-ddk-calendar	1	i have other things to do at that time
l-ddk-calendar	1	what's after that
l-ddk-calendar	1	what ' s going on this weekend
l-ddk-calendar	1	what is next in calendar
l-ddk-calendar	1	connect me with conference call
l-ddk-calendar	1	make next meeting to start 1 hour later
l-ddk-calendar	1	delete appointment
l-ddk-calendar	1	append dad's birthday every july 21st
l-ddk-calendar	1	i'm afraid i can't
l-ddk-calendar	1	when do i break up from school
l-ddk-calendar	1	make appointment on monday.
l-ddk-calendar	1	do i have any meetings today
l-ddk-calendar	1	yes
l-ddk-calendar	1	find a meeting with title second lesson from amanda
l-ddk-calendar	1	connect to weekly marketing meeting
l-ddk-calendar	1	who responded to meeting request
l-ddk-calendar	1	wrong
l-ddk-calendar	1	yes that ' s fine
l-ddk-calendar	1	cancel the meeting
l-ddk-calendar	1	can you cancel that
l-ddk-calendar	1	who am i meeting at 10 am tomorrow
l-ddk-calendar	1	do i have any spare time before next appointment
l-ddk-calendar	1	nothing just cancel it
l-ddk-calendar	1	when is my next meeting with miss kathleen
l-ddk-calendar	1	schedule an appointment with madden tomorrow at 5 pm
l-ddk-calendar	1	change the appointment ending at 4 to end at 5 instead
l-ddk-calendar	1	join budget conference call
l-ddk-calendar	1	schedule lunch with pura at noon on wednesday may 20 minutes
l-ddk-calendar	1	what ' s my 1st meeting tomorrow
l-ddk-calendar	1	schedule an appointment from june 18th to june 20th
l-ddk-calendar	1	cancel cancel
l-ddk-calendar	1	schedule dinner on the 8th at 6 thirty p m
l-ddk-calendar	1	cancel my appointment for october 4
l-ddk-calendar	1	not this location
l-ddk-calendar	1	message nancy and tell him to postpone the meeting because i ' m going to be 30 minutes late
l-ddk-calendar	1	move shoe appointment to tuesday at one
l-ddk-calendar	1	stop
l-ddk-calendar	1	delete the appointment with jeffrey
l-ddk-calendar	1	change time
l-ddk-calendar	1	show me my calendar for monday
l-ddk-calendar	1	add megan training to calendar on july 4th at 11 am
l-ddk-calendar	1	when is my daily stand up with ethan
l-ddk-calendar	1	connect me to marketing meeting
l-ddk-calendar	1	what do i have on my calendar today
l-ddk-calendar	1	schedule a meeting tomorrow
l-ddk-calendar	1	find me the meetings at 9 o'clock
l-ddk-calendar	1	am i available at 10 am on monday
l-ddk-calendar	1	sure go ahead
l-ddk-calendar	1	meet with carol lee at home on march 10th at 4 pm
l-ddk-calendar	1	add ultimate frisbee on sunday at 2 pm for 2 hours
l-ddk-calendar	1	i want to meet with donna please book for thursday the conference room at one
l-ddk-calendar	1	who will be attending picnic
l-ddk-calendar	1	update lunch appointment
l-ddk-calendar	1	i don't like the time
l-ddk-calendar	1	stop finding it
l-ddk-calendar	1	who is attending the meetings
l-ddk-calendar	1	schedule dinner with madden at 6 pm on june 4th at spring restaurant
l-ddk-calendar	1	when is the social
l-ddk-calendar	1	what appointments do i have tomorrow
l-ddk-calendar	1	move my 10pm meeting to 9pm
l-ddk-calendar	1	create a meeting for tomorrow 6pm with lucy chen
l-ddk-calendar	1	i'd rather not. thanks
l-ddk-calendar	1	how much time do i have until my meeting with larry
l-ddk-calendar	1	where am i going tonight
l-ddk-calendar	1	accept the meeting with mary and tom held on wednesday
l-ddk-calendar	1	cancel my event
l-ddk-calendar	1	what time is the trade show this saturday
l-ddk-calendar	1	what do i have tomorrow
l-ddk-calendar	1	clear all the appointments from my calendar for today
l-ddk-calendar	1	am i free at 5 pm today
l-ddk-calendar	1	connect me to the budget meeting conference call
l-ddk-calendar	1	schedule my vacation from today 5pm to tomorrow 5pm
l-ddk-calendar	1	will nicholas be attending the management meeting
l-ddk-calendar	1	i need to know about my next appointment
l-ddk-calendar	1	go ahead and cancel it
l-ddk-calendar	1	schedule holiday on the 31st july
l-ddk-calendar	1	where do i go tomorrow
l-ddk-calendar	1	notify attendees of office meeting that i will be a little later
l-ddk-calendar	1	where is that meeting
l-ddk-calendar	1	please alert 3 o ' clock meeting attendees
l-ddk-calendar	1	need to cancel it
l-ddk-calendar	1	set up an event
l-ddk-calendar	1	am i busy on the 6th of february
l-ddk-calendar	1	what do i have going on today
l-ddk-calendar	1	i'll attend the meeting this afternoon.
l-ddk-calendar	1	when ' s my next appointment
l-ddk-calendar	1	clear my schedule
l-ddk-calendar	1	how much time remaining till next meeting
l-ddk-calendar	1	schedule conference room with mary cooper for thursday at one
l-ddk-calendar	1	abort edition
l-ddk-calendar	1	create calendar : tomorrow morning from 9 to 11 at 1103 room for internal meeting
l-ddk-calendar	1	how many hours until my doc appointment
l-ddk-calendar	1	not this man
l-ddk-calendar	1	what is the schedule before that
l-ddk-calendar	1	schedule appointment for madden account payment
l-ddk-calendar	1	room 100 is location for this afternoon ' s meeting please notify others
l-ddk-calendar	1	is bruce young attending the meeting
l-ddk-calendar	1	add pay pearl fees on my calendar tomorrow
l-ddk-calendar	1	will jane be at the 3 pm meeting
l-ddk-calendar	1	will anthony be at the meeting
l-ddk-calendar	1	schedule an appointment to see cj on thursday
l-ddk-calendar	1	how long until my next meeting
l-ddk-calendar	1	join next meeting on link
l-ddk-calendar	1	how long is my 4 o'clock meeting
l-ddk-calendar	1	what are my appointments for this week
l-ddk-calendar	1	connect me to conference call with debra
l-ddk-calendar	1	check on the time to see when i go to school and pick up mark
l-ddk-calendar	1	show me brenda 's schedule for friday
l-ddk-calendar	1	get me on the conference call
l-ddk-greeting	1	good morning
l-ddk-greeting	1	hi
None	1	what's my name
q_ddk-knowledge	1	who are your clients
q_ddk-knowledge	1	where are you
q_ddk-knowledge	1	who have you worked for
